Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
856,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.48,604.8,Adult,Male,31-07-2013,Tanzania,Lakes,Least Concern,Leslie Crane,Sit hope where.
804,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.3,19.0,Subadult,Unknown,01-11-2010,Congo (DRC),Slow Streams,Data Deficient,Andrew Franklin,Important play success wait find night brother letter structure beat us because truth consumer beat fish.
646,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.42,223.3,Adult,Unknown,09-10-2005,Iran (historic),Reservoirs,Vulnerable,Charles Rios,Tv range rather resource top man yard different.
847,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.55,29.5,Adult,Female,20-09-2016,Central African Republic,Slow Streams,Data Deficient,Jeremy Alvarez,My Democrat maintain notice ok.
557,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.65,249.9,Adult,Unknown,31-03-2010,Nepal,Reservoirs,Vulnerable,Stanley Bryant,Hospital statement sure indeed conference pay it his probably.
958,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,3.1,143.3,Adult,Unknown,18-06-2014,Belize,Lagoons,Least Concern,Robert Campbell,Institution stand action end century agent.
578,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.62,210.4,Subadult,Unknown,15-03-2020,Venezuela,Mangroves,Vulnerable,Andrew Dorsey,Usually class several whatever side seem give remember play happy around history interest east local.
796,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.41,23.6,Adult,Male,28-10-2014,Congo (DRC),Slow Streams,Data Deficient,Shannon Morris,Case southern international line few service drive.
86,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.79,34.2,Juvenile,Unknown,20-04-2017,Congo Basin Countries,Swamps,Endangered,Lawrence Perry,Sense box involve exist question main project animal house out.
243,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.46,23.3,Adult,Unknown,30-05-2020,Central African Republic,Forest Swamps,Data Deficient,Katherine Welch,Finish around later decide similar office citizen size sister can.
699,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.36,69.6,Adult,Male,11-09-2022,Australia,Freshwater Rivers,Least Concern,Debra Jackson,On build floor challenge once sure.
160,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.6,6.9,Juvenile,Female,29-05-2010,Congo (DRC),Slow Streams,Data Deficient,Melissa Knight,Another avoid understand tonight nor allow up.
525,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.97,179.8,Subadult,Male,19-06-2017,Vietnam,Slow Rivers,Critically Endangered,Justin Horton,Several Mrs skin power back all story public public good.
36,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.26,84.2,Adult,Male,17-06-2022,Philippines,Freshwater Marshes,Critically Endangered,Ross Price,Watch affect thing offer local wall fear hope through structure.
541,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.78,127.4,Subadult,Unknown,23-12-2025,Malaysia (Borneo),Rivers,Data Deficient,Christopher Green,Again quality her skin.
171,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.21,517.3,Adult,Unknown,05-10-2025,Indonesia,Estuaries,Least Concern,Meredith Burnett,Point be shoulder price great positive and worker quality hundred.
655,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.52,29.1,Adult,Unknown,14-10-2007,Congo (DRC),Forest Swamps,Data Deficient,Charles Rose,Like reveal know population actually born art.
891,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.79,718.2,Adult,Unknown,29-09-2012,Venezuela,Large Rivers,Critically Endangered,Robert Cooper,Everybody situation foot recognize play shoulder civil next tell possible scientist send.
858,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.25,79.1,Adult,Male,12-05-2024,Congo Basin Countries,Swamps,Endangered,Edwin Gonzalez,Just foreign national produce news stage ready cell show.
848,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.16,76.4,Adult,Female,20-05-2015,Cuba,Swamps,Critically Endangered,Ashley Tanner,Open play sense yeah edge imagine.
945,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.21,219.8,Adult,Female,07-01-2025,Sierra Leone,Swamps,Critically Endangered,Jason Davidson,Interview station save most pressure why edge senior ask.
734,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.01,179.1,Adult,Male,16-01-2014,Niger,Oases,Least Concern,Kristin Taylor,Keep personal them notice camera.
96,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.7,131.1,Subadult,Female,30-08-2025,Mali,Lakes,Least Concern,Kevin Thomas,Financial prevent product can remember be next poor foreign campaign reflect water.
564,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.33,5.5,Juvenile,Unknown,06-12-2011,Congo (DRC),Forest Swamps,Data Deficient,William Rogers,Quite as when benefit structure professional right.
241,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.88,57.7,Subadult,Male,26-05-2019,Philippines,Freshwater Marshes,Critically Endangered,Kevin Ford,Like term on want author threat matter test.
743,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.32,86.5,Adult,Female,19-09-2008,Philippines,Ponds,Critically Endangered,Cory Kim,Draw begin act including sell space movie animal.
575,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.32,34.1,Hatchling,Female,18-03-2005,Mexico,Lagoons,Least Concern,Bradley Knox,Organization check risk either less.
691,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.53,34.2,Hatchling,Unknown,22-05-2007,Malaysia (Borneo),Estuarine Systems,Data Deficient,Maria Sanford,Huge boy speak investment control early Democrat he certain fire act read response degree.
461,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.95,126.0,Adult,Female,02-12-2020,Papua New Guinea,Rivers,Least Concern,Lori Boyd,Leg drive second she such improve team treat plant suffer environment.
554,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.78,154.3,Subadult,Male,04-10-2024,Liberia,Shaded Forest Rivers,Critically Endangered,Jacob Smith,Teacher improve church book movie long.
889,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.21,77.3,Adult,Unknown,20-07-2023,Indonesia (Papua),Rivers,Least Concern,Leslie Leon,Offer brother shake guess pull tough instead hour.
207,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.51,22.3,Adult,Female,11-08-2009,Congo (DRC),Slow Streams,Data Deficient,Paul Wright,Big soldier building article sit develop cup hundred rather visit base.
393,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,0.64,47.8,Hatchling,Unknown,04-07-2017,Sri Lanka,Lakes,Vulnerable,Kim James,Listen certain that activity until large question which.
795,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.71,87.4,Adult,Male,25-12-2016,Australia,Gorges,Least Concern,Lisa Levy,Protect list collection situation writer before sound chair.
398,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.91,54.2,Adult,Female,08-01-2006,Australia,Billabongs,Least Concern,Dawn Norman,Since him four art western enough key man up particular condition man century.
767,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.64,117.3,Subadult,Female,20-03-2018,Belize,Rivers,Least Concern,Melissa Quinn,Trouble view base time order have power here just meet open war best.
849,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.95,216.9,Juvenile,Male,21-06-2009,Venezuela,Flooded Savannas,Critically Endangered,Mark Murphy,Method week federal test eat every night final key with watch maintain five.
218,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.33,32.6,Hatchling,Female,17-01-2024,Congo Basin Countries,Swamps,Endangered,Tracy Walker,Bit many former back get floor player white start.
5,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.75,269.4,Adult,Unknown,15-07-2019,India,Rivers,Vulnerable,Donald Reid,Class great prove reduce raise author play move each left establish understand read detail.
769,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.99,75.9,Subadult,Female,02-12-2005,Sierra Leone,Swamps,Critically Endangered,Joseph Andrews,Fire girl close explain main difference college voice else.
643,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.16,73.6,Subadult,Unknown,14-06-2006,Guatemala,Rivers,Least Concern,Christopher Long,Could century interview lawyer population I right case seek activity between himself body add store various.
930,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.46,96.9,Adult,Male,09-04-2022,Malaysia (Borneo),Rivers,Data Deficient,Amanda Davis,Beat across television apply system finish.
613,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.61,210.9,Adult,Unknown,04-04-2007,Sri Lanka,Reservoirs,Vulnerable,Gregory Armstrong,Necessary parent to color water hope.
739,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.29,200.2,Subadult,Male,14-09-2011,Indonesia (Borneo),Rivers,Data Deficient,Amy Snyder,Toward reflect she along wonder wear our.
547,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.6,28.3,Adult,Male,18-05-2007,Ghana,Forest Swamps,Vulnerable,Robert Stewart,Agent kid enter away top family maybe national back everybody direction budget growth national free.
726,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.44,121.4,Adult,Male,25-03-2019,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Kevin Johnson,Know traditional great cause think learn across citizen.
684,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.53,80.7,Adult,Unknown,13-09-2007,Papua New Guinea,Freshwater Wetlands,Least Concern,Molly Roman,Side process ever various physical point often billion learn.
99,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.71,125.3,Adult,Male,03-05-2022,Cuba,Swamps,Critically Endangered,Stephanie Griffith,Improve put down know expect security large move.
805,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.01,164.6,Subadult,Female,11-01-2011,Nepal,Lakes,Vulnerable,Alicia Jackson,Design hear ball right.
728,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.39,578.9,Subadult,Female,18-07-2007,Uganda,Reservoirs,Least Concern,Jamie Ruiz,Office until simple moment can food western give pay.
574,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.35,507.6,Adult,Unknown,28-09-2006,Nigeria,Rivers,Least Concern,David Mitchell,Whose cut television loss week growth help likely institution participant item choose west lot seven.
407,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.92,146.9,Subadult,Unknown,29-06-2010,Cuba,Freshwater Wetlands,Critically Endangered,Jennifer Martinez,National focus who degree animal community as event serious collection have close during.
503,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.4,98.0,Subadult,Female,09-01-2014,Gabon,Swamps,Endangered,Thomas Villanueva,Some gun ahead certainly act south want be fire word clearly article service produce political total around.
48,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.4,316.6,Subadult,Female,25-03-2012,Venezuela,Large Rivers,Critically Endangered,Tiffany Miller,Budget share paper so difficult mission late kind team.
33,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.42,85.6,Adult,Female,16-04-2017,Cuba,Swamps,Critically Endangered,Matthew Smith,Sing despite sound receive let newspaper true.
780,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.52,43.4,Juvenile,Male,17-03-2018,Malaysia (Borneo),Estuarine Systems,Data Deficient,Michael Jenkins,Interesting end area magazine despite player animal language determine then movie.
840,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.86,47.5,Subadult,Unknown,04-12-2017,Philippines,Rivers,Critically Endangered,Judy Fletcher,Serious garden ready former late election every along cause.
201,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.58,522.8,Subadult,Male,11-06-2020,India,Tidal Rivers,Least Concern,Marcus Marshall,Will young simply run national somebody character usually agency must.
135,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.07,75.5,Juvenile,Female,06-07-2017,Niger,Rivers,Least Concern,William Daniels,Threat care mean evening speak former room possible responsibility add front.
28,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.94,367.9,Subadult,Male,21-10-2019,Venezuela,Flooded Savannas,Critically Endangered,Mrs. Linda Reed,Job worker break tonight couple and job mind southern rather vote.
881,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.05,77.0,Adult,Female,03-10-2014,Mali,Lakes,Least Concern,Brett Martin,Difficult us respond must western interest dark any wide husband hope miss instead.
231,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,0.82,93.9,Hatchling,Male,23-08-2012,Venezuela,Flooded Savannas,Critically Endangered,Ann Alexander,Scientist service test start middle city.
490,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.63,194.4,Adult,Male,20-03-2008,Colombia,Flooded Savannas,Critically Endangered,Kevin Gibson,Perhaps enter whom the cost continue section page.
773,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.12,83.9,Subadult,Female,26-02-2007,Cuba,Swamps,Critically Endangered,Bob Mcguire,Force medical everybody piece mention since religious.
379,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,194.1,Subadult,Female,28-05-2025,Venezuela,Mangroves,Vulnerable,Julie Meza,Technology pay tree hot record professor small think law air.
289,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.2,16.9,Adult,Unknown,08-07-2019,Central African Republic,Forest Swamps,Data Deficient,Jack Love,Produce increase form box push look opportunity positive improve during.
419,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.52,22.6,Adult,Female,04-10-2019,Central African Republic,Forest Swamps,Data Deficient,Susan Cox,Book half people half.
675,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.58,91.1,Subadult,Unknown,14-06-2009,Papua New Guinea,Freshwater Wetlands,Least Concern,Lindsay Robinson,Weight will officer add sport administration to maybe.
392,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.06,63.1,Subadult,Unknown,10-02-2023,Australia,Gorges,Least Concern,Samantha Monroe,Side draw key point decision same generation politics sense break cold human feeling second.
593,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,0.46,36.7,Hatchling,Unknown,07-08-2011,Cuba,Swamps,Critically Endangered,Faith Walker,Short over popular help response save high politics no task speak.
499,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.27,19.9,Hatchling,Female,28-09-2017,Australia,Billabongs,Least Concern,Luke Martinez,Main year size show show.
139,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.05,344.0,Juvenile,Unknown,20-06-2007,India,Estuaries,Least Concern,William Brooks,Tree serious soon stay seven quite other skin moment month gun true born stock total dark.
63,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.18,12.5,Adult,Female,30-10-2014,Cameroon,Small Streams,Vulnerable,Amber Flynn,Grow issue each include radio conference.
472,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,3.01,141.0,Adult,Male,29-04-2021,Cuba,Swamps,Critically Endangered,Anthony May,Kitchen political able customer figure office book economic require should power candidate order improve vote later them card.
648,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,1.28,298.1,Juvenile,Female,16-03-2020,Papua New Guinea,Tidal Rivers,Least Concern,Michael Turner,Give billion trouble product usually specific represent baby able value chance.
129,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.32,213.1,Adult,Unknown,04-12-2005,Mexico,Coastal Lagoons,Vulnerable,Denise Martinez,Here woman stand west source fact explain.
977,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.32,27.3,Juvenile,Male,29-09-2012,Australia,Gorges,Least Concern,Michael Miller,Thing wrong name mind offer effort nearly walk science.
521,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.78,419.4,Adult,Female,04-12-2006,Kenya,Reservoirs,Least Concern,William Casey,Weight which new among spend which per president cold art.
839,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.71,124.6,Adult,Unknown,12-08-2025,Cuba,Coastal Lagoons,Vulnerable,Caleb Thomas,Serious often social reveal hand prevent center during lot enough form.
963,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.9,146.4,Adult,Female,23-07-2012,Chad,Lakes,Least Concern,Brian Pruitt,Dinner argue raise agency poor recently long.
65,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.93,46.7,Adult,Female,11-04-2009,Australia,Freshwater Rivers,Least Concern,Victoria Evans,Real lead few yourself table blood high grow fast recognize against.
813,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.18,349.6,Adult,Unknown,11-06-2021,Mexico,Coastal Lagoons,Vulnerable,Terri Gonzalez,Sell candidate four whether wife finally she soon learn close a challenge third feeling ball door data.
15,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.32,19.2,Adult,Female,14-06-2010,Côte d'Ivoire,Small Streams,Vulnerable,Matthew Lucas,I fund technology eat couple large.
157,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.04,171.9,Adult,Male,26-05-2010,Mauritania,Rivers,Least Concern,Todd White,Modern drive people education great.
41,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.25,195.6,Adult,Unknown,14-09-2008,Pakistan,Rivers,Vulnerable,Miguel Jones,Drug recent feeling range south someone not American mouth product attention positive actually information majority item gun through least.
493,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.74,124.0,Adult,Male,19-01-2022,Cameroon,Swamps,Endangered,Shannon Clark,Power job personal so course feeling leg listen against coach.
380,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.84,9.9,Juvenile,Male,25-08-2014,Congo (DRC),Forest Swamps,Data Deficient,Gregory Murray,Executive give offer meet if research blood news.
188,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.87,36.9,Juvenile,Male,16-03-2013,Malaysia (Borneo),Rivers,Data Deficient,Danielle Watson,Appear personal rise sense investment before believe degree back order.
764,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.31,17.0,Adult,Female,04-03-2013,Côte d'Ivoire,Forest Swamps,Vulnerable,Gloria Wilson,Inside work office plan significant tonight then administration building enjoy never us.
217,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.23,105.1,Subadult,Unknown,20-12-2018,Sierra Leone,Swamps,Critically Endangered,Michael Hoffman,Skin development open compare fill read camera rock we we hot yes whole allow own.
792,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.17,4.7,Hatchling,Female,01-12-2024,Congo (DRC),Forest Swamps,Data Deficient,Brandy Warren,Act indicate change attack with find could really Mrs former.
53,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.96,31.8,Juvenile,Male,18-11-2020,Thailand,Swamps,Critically Endangered,Joseph Ramos,Consider one play man before.
879,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.69,132.0,Adult,Female,23-06-2014,Mali,Lakes,Least Concern,Brian Pierce,Call girl laugh network vote whom will consumer star those memory.
338,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.81,127.1,Adult,Female,26-10-2023,Cambodia,Swamps,Critically Endangered,Samantha Ellison,News unit choice also green catch happen old do specific begin hundred truth.
749,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.86,296.2,Juvenile,Female,12-02-2012,Sudan,Marshes,Least Concern,Joshua Bailey,Travel senior from stock energy send describe.
720,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.41,198.2,Adult,Female,23-06-2009,Papua New Guinea,Rivers,Least Concern,Ryan Martinez,Leg several military stuff.
725,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.52,44.6,Adult,Unknown,06-07-2023,Philippines,Freshwater Marshes,Critically Endangered,Michael Haley,Happen every history son less spend challenge exist build.
296,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.64,25.0,Adult,Male,03-10-2008,Ghana,Forest Swamps,Vulnerable,Melissa Stewart,Blood international one end movie north partner.
702,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.92,62.6,Juvenile,Unknown,14-03-2023,Indonesia (Borneo),Rivers,Data Deficient,Kayla Edwards,Remain pretty summer black candidate true history laugh.
252,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.89,169.2,Subadult,Male,10-05-2013,Côte d'Ivoire,Swamps,Critically Endangered,Samuel Zamora,System professional color group.
727,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,0.7,20.0,Juvenile,Unknown,09-12-2017,Philippines,Rivers,Critically Endangered,Shannon Clark,Hospital artist pretty goal rest fund resource skill everything several field hour trouble.
462,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.75,239.0,Adult,Male,15-06-2007,Cuba,Mangroves,Vulnerable,Christopher Mcdaniel,Image box court early still less.
456,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.74,517.7,Subadult,Unknown,31-05-2021,Papua New Guinea,Mangroves,Least Concern,David Young,Or travel assume figure front after for.
997,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.27,80.3,Subadult,Female,25-01-2023,Papua New Guinea,Freshwater Wetlands,Least Concern,Sylvia Turner,Painting try talk like maintain serious style.
816,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.98,152.6,Adult,Unknown,03-11-2010,Malaysia (Borneo),Estuarine Systems,Data Deficient,Patricia Wood,May ability out huge back discover matter analysis few behavior himself.
863,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.8,157.6,Adult,Male,10-09-2022,Mexico,Estuaries,Vulnerable,Jessica Smith,Family perhaps hope across follow character talk once should mother president customer start understand.
270,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.31,84.8,Adult,Unknown,06-12-2025,Philippines,Rivers,Critically Endangered,Kevin Scott,Letter visit always up others similar personal successful feeling.
202,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,1.55,54.2,Juvenile,Male,18-08-2014,Cambodia,Oxbow Lakes,Critically Endangered,Melissa Smith,Ability price support road billion morning draw.
162,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.94,39.1,Juvenile,Female,22-05-2025,Cambodia,Slow Rivers,Critically Endangered,Janet Singh,May window approach join stuff future.
556,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.39,18.0,Hatchling,Female,03-11-2017,Australia,Billabongs,Least Concern,Dale Moran,Every account central ask human space moment travel these least office say.
730,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.76,115.5,Adult,Unknown,03-07-2011,Belize,Swamps,Least Concern,Raymond Stark,Black thing rock himself wind two artist economy.
402,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.41,75.0,Adult,Male,08-05-2018,Papua New Guinea,Rivers,Least Concern,Lydia Howard,Those just country along agent you draw.
703,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.47,99.3,Adult,Male,10-06-2025,Papua New Guinea,Rivers,Least Concern,Christina Ross,Everyone clearly film thank possible.
477,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.52,191.7,Adult,Unknown,24-05-2005,Malaysia (Borneo),Rivers,Data Deficient,Jennifer Lewis,Remain save eight believe arrive four.
822,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.45,84.4,Adult,Female,26-03-2007,Indonesia (Papua),Swamps,Least Concern,Charles Snyder,Generation leader pay try tough usually star.
772,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.96,132.0,Adult,Unknown,15-02-2008,Guatemala,Swamps,Least Concern,Jesse Hardin,Know it enjoy ten year rule bring.
106,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.26,74.5,Adult,Unknown,27-10-2024,Papua New Guinea,Rivers,Least Concern,Michael Welch,As simply leader fall analysis current.
566,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,0.41,17.5,Hatchling,Female,18-01-2009,Philippines,Freshwater Marshes,Critically Endangered,James Ellis,Price everything perhaps analysis those in should matter wrong.
390,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.82,59.0,Adult,Unknown,24-09-2018,Mexico,Rivers,Least Concern,Donna Johnson,See risk nor article list college appear wrong speak person expert bar measure surface everyone car exactly tax add.
2,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.09,334.5,Adult,Male,28-01-2015,Venezuela,Mangroves,Vulnerable,Brandon Hall,Ago current practice nation determine operation speak according.
938,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.61,364.2,Adult,Female,19-09-2024,Venezuela,Large Rivers,Critically Endangered,Tammy Smith,Affect herself toward here along public recent.
983,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.04,69.0,Adult,Male,18-10-2011,Philippines,Freshwater Marshes,Critically Endangered,Lisa Bell,Yes here while service beautiful edge begin early store piece behind here front.
562,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.18,542.3,Subadult,Female,11-07-2022,Papua New Guinea,Coastal Wetlands,Least Concern,Cassandra Martinez,Collection provide action event key concern research throughout.
81,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.1,41.1,Juvenile,Female,19-03-2017,Guatemala,Rivers,Least Concern,Jason Davis,Fine effort well rather listen before.
206,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.83,54.7,Adult,Male,19-03-2011,Guatemala,Swamps,Least Concern,Elizabeth Bush,American structure foreign before eat green message quality employee wrong all identify.
35,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.76,36.7,Juvenile,Unknown,23-01-2024,Papua New Guinea,Swamps,Least Concern,Denise Jones,Doctor from throw ball character him check degree increase former letter.
